gene_name	E10.5_Brain	E12.5_Brain	E14.5_Brain	E16.5_Brain	P0_Brain	P21_Brain	8W_Brain
Nfat5	22.55141158	20.84511007	32.38071259	20.86421568	11.83244973	13.65729321	41.09908745
Nob1	72.16451706	56.70766504	40.64109846	45.37138966	43.50165341	31.9780524	27.39939164
Nqo1	2.756283638	2.913832591	5.617062389	5.298848428	6.264238091	1.998628275	2.446374253
Ppfia3	5.011424796	14.56916295	39.98026759	42.0596094	40.36953437	72.28372261	83.17672461
Gys1	15.53541687	14.79330392	17.1816026	13.90947712	11.83244973	5.662780112	15.16752037
Ruvbl2	135.5590407	125.5189424	96.81172235	98.69105197	92.22350523	39.9725655	40.6098126
Lin7b	0	1.120704843	11.56454021	15.89654528	46.63377246	227.1774139	128.1900109
Bax	129.2947597	128.208634	155.2952543	152.0107143	217.5082671	111.9231834	86.11237371
Tfam	86.44707773	61.41462538	33.04154346	39.07900715	33.40926982	41.30498435	26.91011679
Zfp81	4.510282316	9.862202615	4.29540065	3.974136321	3.132119046	0.333104712	0.978549701
Efnb3	59.88652631	116.7774446	218.0741869	189.4338313	243.9572723	99.26520431	94.43004617
Mmd	48.86139176	85.62184998	151.9910999	162.6084111	137.813238	180.8758589	294.5434601
Hlf	1.002284959	3.810396465	5.286646954	7.617094615	3.480132273	49.63260216	110.0868414
Fam162a	192.9398546	159.1400877	74.34347279	93.72338157	82.13112164	106.9266127	82.68744976
Rpl8	2067.964442	1606.418321	1271.108177	1354.518129	1286.604901	640.2272574	579.790698
Grm3	1.002284959	4.482819371	12.55578652	16.55890134	22.968873	26.98148171	37.18488865
Ssbp2	56.12795771	88.08740063	90.20341365	118.5617336	93.96357137	53.62985871	47.94893536
Fancl	30.56969125	20.17268717	10.24287847	7.948272642	11.13642327	4.663465975	3.914198805
Brinp2	0.50114248	8.293215836	23.12908042	28.15013227	30.97317723	51.63123043	50.88458447
Gstm5	215.9924087	232.8824663	150.0086073	165.5890134	233.5168755	453.022409	339.0674715
Gstm7	13.53084695	47.7420263	52.86646954	34.44251478	31.66920368	16.32213091	32.29214014
Gstm3	0	0	0	0	0	0	0
Stat3	11.27570579	19.27612329	34.03278977	23.84481792	20.88079364	19.98628275	31.31359044
Stat5a	1.503427439	1.120704843	2.312908042	1.98706816	2.436092591	0.333104712	0.978549701
Cavin1	14.78370315	22.18995588	35.02403607	45.04021164	16.70463491	7.661408387	13.69969582
Map3k11	26.30998018	20.6209691	14.86869456	13.90947712	13.92052909	9.993141374	20.54954373
Akt2	56.87967143	68.81127734	58.15311649	74.51505602	45.58973277	71.28440847	91.98367192
Dnaja3	24.30541026	31.82801753	27.75489651	41.39725334	36.19337564	61.29126709	64.09500543
Hmox2	77.92765557	65.00088087	78.30845801	73.85269996	95.00761105	108.925241	96.38714558
Cdip1	41.5948258	49.08687211	58.15311649	60.93675692	61.250328	105.9272986	106.6619174
Map3k20	9.271135872	7.62079293	7.599554996	7.617094615	2.436092591	2.997942412	3.424923954
Cwc15	139.3176093	152.1917176	103.420031	95.04809367	92.22350523	91.27069122	86.60164856
Col5a3	0.751713719	0.448281937	0.330415435	2.649424214	0.696026455	0	0.978549701
Dnmt1	92.96192996	89.88052838	89.21216735	79.81390444	43.84966664	18.32075919	30.33504074
Ppan	50.86596168	33.39700431	32.38071259	37.09193899	39.67350791	16.98834034	18.59244432
Angptl2	15.53541687	14.12088102	7.269139562	12.91594304	8.700330682	1.998628275	2.446374253
Cacna1b	1.503427439	7.62079293	29.07655825	23.84481792	17.74867459	13.99039792	20.06026888
Trmt10a	24.30541026	12.55189424	10.57329391	9.272984749	6.960264546	5.995884824	4.892748506
Etv1	5.011424796	13.22431714	17.1816026	16.22772331	14.61655555	49.29949744	74.85905215
Kifc2	1.002284959	4.706960339	25.44198847	30.46837846	55.33410314	205.1925029	219.6844079
Psap	106.2422057	166.9850216	322.8158796	353.6981326	587.7943409	922.7000535	1270.646787
Ikbkg	8.268850913	17.93127748	11.56454021	17.55243542	9.396357137	11.99176965	17.12461977
Pax2	0.751713719	0.224140969	12.55578652	4.305314348	2.088079364	0	0
Wars2	7.015994714	8.965638741	5.617062389	7.617094615	4.872185182	3.331047125	2.935649104
Atn1	44.85225192	81.36317158	161.903563	105.3146125	75.17085709	48.63328802	122.3187127
Phb2	227.2681145	195.0026426	173.4681032	181.8167367	241.5211797	136.2398274	77.79470125
Ptpn6	3.758568597	2.241409685	3.304154346	3.974136321	4.872185182	3.331047125	5.871298208
Eno2	1.753998678	11.4311894	57.49228563	60.27440087	124.9367486	512.9812572	516.1849674
Emg1	197.4501369	130.6741847	80.62136605	80.14508247	61.250328	38.64014665	46.48111081
Lpcat3	7.266565954	7.396651962	9.582047604	10.26651883	13.92052909	8.993827237	5.871298208
Atp6v1f	142.3244642	197.2440523	197.2580145	229.8375506	276.3225025	431.0374979	273.9939164
Il12b	0	0	0	0	0	0.333104712	0
Clcn5	26.56055142	16.13814973	17.51201804	16.22772331	11.4844365	4.663465975	6.360573058
Clcn3	31.32140497	51.55242276	75.66513453	74.18387799	64.73046028	55.96159169	139.9326073
Hif3a	2.505712398	3.810396465	7.269139562	6.954738561	3.132119046	0.666209425	3.424923954
Gpx6	0	0.224140969	0.330415435	0	0.696026455	0.333104712	1.467824552
Pde1c	2.004569918	1.120704843	2.312908042	2.649424214	3.8281455	0.999314137	2.446374253
Utp20	25.55826646	12.32775327	14.20786369	9.604162775	4.872185182	5.329675399	6.360573058
Spic	0.25057124	0.224140969	0.330415435	0	0.348013227	0.666209425	0.489274851
9330159F19Rik	0	1.120704843	2.312908042	1.98706816	1.740066136	1.33241885	0.978549701
Cul3	72.91623078	86.51841385	98.46379952	93.39220354	65.0784735	47.63397388	71.92340304
Sst	8.268850913	83.60458126	209.4833856	181.8167367	217.1602538	486.6659849	461.875459
Il11	0	0	0	0	0.348013227	0	0
Large1	14.28256067	25.55207041	57.16187019	60.93675692	44.89370632	69.28578019	109.1082917
Ddx56	35.33054481	31.15559463	31.71988172	33.78015873	40.36953437	31.9780524	31.80286529
Tmed4	43.84996696	50.43171792	41.9627602	46.03374572	43.15364018	59.95884824	51.86313417
Col26a1	50.61539044	26.22449332	37.66735955	35.10487083	45.58973277	5.995884824	3.424923954
Bid	11.02513455	9.413920678	27.09406564	33.11780267	35.84536241	15.65592149	15.65679522
Ralb	47.10739308	39.22466949	36.01528237	43.71549953	40.71754759	18.32075919	20.54954373
Ppp1cc	337.51946	322.9871357	191.3105367	258.6500389	253.3536295	216.8511678	171.2461977
Dnajb11	33.82711737	38.55224659	42.62359107	39.74136321	39.32549468	40.63877492	37.18488865
Tbccd1	16.53770183	9.862202615	15.85994086	10.59769686	7.308277773	7.994513099	12.72114612
Clec11a	1.503427439	2.913832591	1.652077173	6.623560535	5.916224864	7.994513099	5.382023357
Zfp324	4.760853556	8.069074867	10.90370934	11.26005291	11.83244973	5.329675399	4.403473656
Gab2	4.259711076	8.293215836	22.13783412	17.55243542	12.87648941	4.663465975	4.403473656
Coro1c	103.9870645	160.2607925	160.9123167	160.621343	122.1526428	35.97530895	50.39530962
Tax1bp1	81.43565293	89.88052838	82.27344322	82.13215063	59.85827509	68.28646606	89.04802282
Psg17	0	0	0	0.331178027	0	0	0
Ctse	3.006854877	0.448281937	7.929970431	1.324712107	0.348013227	0.333104712	0
Ndrg2	8.018279673	33.84528625	132.4965893	160.621343	277.7145554	583.2663515	694.7702879
Mettl17	20.54684166	23.5348017	26.76365021	26.16306411	28.88509786	12.65797907	15.16752037
Arhgef40	31.57197621	30.25903075	37.66735955	28.4813103	25.75297882	7.328303674	7.33912276
Pnpla6	9.772278352	15.91400877	30.39821999	23.18246187	28.53708464	19.32007332	29.84576589
Mcoln1	16.78827307	21.51753298	38.32819042	37.42311702	33.75728305	43.63671733	57.73443238
Arhgef18	10.27342083	15.24158586	22.46824955	22.85128384	17.74867459	14.65660735	29.84576589
Pkn2	62.14166747	42.36264305	34.3632052	28.81248833	18.09668782	11.32556022	16.63534492
Cd33	0.25057124	0.224140969	0.991246304	0.331178027	1.392052909	1.665523562	0.489274851
Etfb	152.8484563	104.8979733	79.63011975	82.13215063	76.56291	77.613398	61.15935633
Nkg7	0	0.224140969	0.330415435	0	0	0	0
Stxbp2	18.04112926	11.65533036	7.929970431	11.26005291	8.352317455	7.661408387	12.23187127
Pcp2	0	0	2.312908042	8.279450668	10.78841005	0.333104712	0
Sgce	34.07768861	38.32810562	35.68486694	35.76722689	23.31688623	29.97942412	23.48519283
Chn2	3.507997357	15.46572683	23.12908042	18.5459695	24.70893914	32.31115711	31.31359044
Wwox	3.257426117	1.793127748	2.973738912	2.980602241	1.740066136	1.665523562	1.467824552
Slbp	212.2338401	116.5533036	74.34347279	68.22267351	48.72185182	39.63946078	38.6527132
Ghrhr	0	0	0	0.331178027	0	0	0
Aqp1	2.004569918	4.034537434	17.84243347	20.86421568	14.96456877	6.328989537	1.957099403
Arid3b	27.56283638	13.00017617	11.89495565	7.285916588	2.784105818	3.664151837	6.360573058
Cnn2	219.5004061	49.98343598	28.41572738	29.47484438	16.35662168	10.6593508	2.446374253
Polr2e	153.3495987	98.62202615	89.54258278	94.71691565	117.6284708	109.5914504	105.6833677
Abca13	0	0	0.330415435	0.331178027	0	0	0.489274851
Myo9b	19.79512794	20.17268717	31.05905086	29.14366635	15.312582	4.663465975	24.46374253
Hdac9	6.264280995	7.172510993	8.260385866	9.272984749	10.09238359	21.98491102	29.35649104
Ly9	0	0	0.330415435	0	0.348013227	0	0.489274851
Adgre1	1.002284959	4.258678402	4.29540065	4.305314348	4.176158727	4.330361262	3.424923954
Mtfp1	3.006854877	3.362114528	6.277893258	7.617094615	11.4844365	125.9135813	82.68744976
Rab23	17.28941555	17.48299555	22.13783412	25.16953003	21.22880686	13.99039792	13.21042097
Rab11a	100.7296384	137.8466956	153.6431771	172.2125739	179.5748253	123.914953	109.1082917
Eif2b2	62.14166747	73.51823768	57.16187019	63.58618113	69.25463223	73.28303674	53.33095872
Dlst	101.4813521	95.93233453	106.39377	109.9511049	107.188074	99.59830903	94.91932102
Pgf	2.255141158	4.258678402	4.29540065	7.285916588	6.264238091	4.330361262	2.935649104
Ulk2	20.04569918	35.19013206	75.66513453	78.48919234	69.25463223	39.63946078	50.39530962
Ccl24	0.751713719	1.56898678	1.321661739	1.324712107	0	0.999314137	0.978549701
Dgkq	6.514852234	11.65533036	22.46824955	21.19539371	16.35662168	15.65592149	21.03881858
Grap	3.758568597	3.137973559	7.269139562	5.630026455	6.264238091	5.329675399	2.446374253
Chmp2b	35.33054481	33.39700431	87.22967474	82.46332866	106.8400608	78.94581685	55.28805812
Plod3	25.8088377	22.18995588	30.39821999	31.46191254	34.10529627	16.65523562	17.12461977
Ap1s1	135.809612	163.1746251	176.1114267	187.7779412	293.0271374	390.7318277	314.1144541
Mapk13	1.753998678	0.448281937	0.330415435	0.331178027	0.696026455	0.666209425	0.978549701
Srpk1	55.37624399	56.2593831	61.12685541	51.9949502	35.49734918	22.65112045	55.77733297
Pax3	10.02284959	10.53462552	6.277893258	2.980602241	1.740066136	0	0
Lbr	125.5361911	71.05268702	24.45074216	31.13073451	10.78841005	9.660036662	13.21042097
Crabp2	402.6679823	104.4496913	30.72863542	18.21479147	17.74867459	4.330361262	1.957099403
Nes	252.3252385	236.2445808	100.1158767	59.94322284	19.48874073	1.998628275	2.935649104
Bcan	0.25057124	2.241409685	38.32819042	53.98201836	115.1923782	119.5845918	176.1389462
Hapln2	0	0	0	0	0	1.33241885	2.446374253
Prcc	61.38995375	77.10449317	82.93427409	75.83976812	82.13112164	45.3022409	55.77733297
Mettl25b	10.02284959	11.87947133	19.82492608	17.88361344	17.74867459	10.32624609	19.57099403
Hdgf	272.3709376	261.5725103	199.2405071	188.4402972	187.5791295	139.5708745	149.2288294
Slc25a18	0	0.896563874	6.938724127	10.26651883	25.40496559	73.61614145	44.03473656
Thop1	81.18508169	54.24211438	40.64109846	58.94968876	59.16224864	59.29263882	39.6312629
Apba3	15.78598811	15.91400877	20.15534151	23.5136399	26.10099205	15.32281677	19.57099403
Matk	0.25057124	1.344845811	8.921216735	23.18246187	48.72185182	145.8998641	168.3105486
Pias4	25.05712398	36.75911884	35.35445151	29.47484438	28.53708464	21.98491102	19.57099403
Map2k1	54.12338779	41.69022015	45.59732998	55.30673046	69.95065868	251.1609532	240.2339517
Sgta	103.485922	152.6399996	180.7372427	199.0379941	220.6403861	151.8957489	138.9540576
Nmrk2	0	0	0.660830869	0	0	0	0
Tmem242	145.5818903	105.1221142	100.7767076	99.02222999	135.3771454	154.5605866	68.49847909
Dtx2	19.5445567	19.9485462	19.82492608	18.5459695	17.40066136	7.994513099	4.892748506
Zp3	0.50114248	0	0	0.331178027	0.348013227	0	0
Hspb1	20.04569918	11.20704843	10.90370934	9.272984749	10.44039682	16.32213091	14.18897067
Rasa4	1.002284959	5.155242276	6.277893258	8.941806722	11.83244973	2.997942412	2.446374253
Syt5	5.011424796	38.77638756	95.82047604	126.1788282	218.2042935	207.8573406	177.6067708
Hnrnpa2b1	1120.805156	976.133918	746.7388823	613.3417055	325.0443543	176.2123929	278.8866649
Fxyd4	0	0	0	0	0	0	0
Yju2b	8.519422153	8.069074867	10.90370934	8.279450668	5.220198409	12.32487436	11.25332156
Mri1	19.29398546	13.22431714	8.5908013	8.279450668	14.61655555	7.661408387	5.871298208
Prkacb	55.37624399	103.1048455	216.7525251	257.6565048	265.5340924	342.4316444	365.9775883
Sgsh	1.503427439	1.793127748	3.304154346	1.655890134	1.740066136	1.998628275	1.467824552
Chd5	0.25057124	9.862202615	66.41350236	51.00141612	50.46191796	40.63877492	107.6404671
Cstb	99.97792467	88.98396451	65.75267149	86.43746498	96.05165073	113.2556022	74.85905215
Sh2b2	13.78141819	19.72440523	36.34569781	40.40371926	36.54138887	4.996570687	5.871298208
Pex5	23.80426778	45.50061661	55.50979302	50.67023809	46.63377246	34.30978538	37.18488865
Jkamp	41.34425456	52.89726857	71.03931845	63.25500311	57.77019573	70.95130376	61.64863118
Cd44	2.756283638	2.017268717	2.643323477	2.980602241	2.088079364	2.997942412	2.446374253
Slc1a2	15.03427439	49.53515405	88.88175192	42.72196545	36.88940209	514.9798855	1225.633501
Eif2ak4	15.03427439	13.22431714	13.21661739	14.24065515	9.048343909	9.993141374	10.76404671
Wdr1	72.91623078	59.39735666	92.18590626	94.05455959	77.60694968	54.29606813	118.8937887
Slc2a9	0	0.224140969	0.330415435	0	0.696026455	0	0.489274851
Ccn4	2.756283638	1.793127748	1.652077173	3.642958294	1.044039682	0.666209425	0.978549701
Ndrg1	5.011424796	3.137973559	19.16409521	66.23560535	55.68211637	68.28646606	126.7221863
4930550C14Rik	0	0	0	0.331178027	0	0.333104712	0
Man2b1	10.77456331	10.53462552	19.82492608	10.92887488	13.92052909	22.98422516	26.91011679
Klf5	2.756283638	1.120704843	3.634569781	7.617094615	4.176158727	5.995884824	15.16752037
Wdr83	29.81797753	28.91418494	37.33694411	35.76722689	28.88509786	28.64700527	27.88866649
Prdx2	1195.475385	1394.829247	1161.740668	1028.307773	952.1641899	511.3157336	334.6639978
Polr2a	80.68393921	58.94907472	73.68264192	37.75429505	21.92483332	17.98765447	33.27068984
Shbg	0.25057124	0	0	0	0	0.333104712	0
Senp3	91.959645	88.53568257	79.29970431	82.79450668	95.35562428	54.96227756	74.3697773
Corin	2.756283638	1.120704843	0.991246304	1.655890134	0.696026455	0	0
Plekha8	24.80655274	21.06925104	20.81617238	12.91594304	7.308277773	6.662094249	9.296222162
Spc25	142.5750354	105.1221142	18.83367977	20.20185963	9.744370364	1.33241885	2.446374253
Dnah2	0	0	3.964985216	2.980602241	2.436092591	0	0.978549701
Ripk4	1.753998678	0.224140969	0.991246304	2.649424214	0.348013227	0.999314137	0.489274851
Ufd1	56.12795771	54.69039632	69.05682584	72.19680983	56.03012959	60.62505767	58.22370723
Zfp287	6.013709755	8.741497773	13.87744825	10.92887488	9.744370364	8.327617812	6.360573058
Prlr	0	0	0.660830869	1.324712107	1.392052909	0.999314137	2.446374253
Letm1	37.33511473	37.87982368	55.50979302	56.30026455	61.94635446	62.95679066	52.35240902
Ubqln1	92.46078748	114.5360349	144.3915449	149.6924681	125.2847618	114.5880211	151.6752037
Fgfr4	0.25057124	0.672422906	1.652077173	1.655890134	0.696026455	0	0.489274851
Cadm3	4.009139837	23.75894266	103.7504465	64.24853719	96.05165073	79.27892157	107.6404671
Fcer1a	0	0	0	0	0	0	0
Txn2	144.0784629	136.0535679	124.5666189	137.4388811	142.33741	207.8573406	163.907075
Casp14	0	0	0	0	0	0	0
Slc1a6	2.255141158	3.586255496	20.81617238	21.52657174	38.97748146	10.6593508	3.914198805
Slc1a3	16.28713059	51.77656373	140.0961443	152.6730703	203.587738	233.1732987	330.2605242
Crbn	21.79969786	34.51770915	26.76365021	31.46191254	35.49734918	54.29606813	55.77733297
Msh6	84.69307905	58.72493376	33.04154346	32.45544662	17.74867459	8.327617812	9.785497013
Fbxo11	56.62910019	102.4324226	114.9845713	100.3469421	63.68642059	55.29538227	100.3013444
Mlxipl	0.50114248	0.896563874	0.330415435	0.331178027	0	0.999314137	1.467824552
Tbl2	11.02513455	12.1036123	10.57329391	11.26005291	10.09238359	9.660036662	12.72114612
Bud23	76.92537061	55.5869602	40.64109846	39.74136321	45.58973277	41.97119377	35.7170641
Nid1	45.85453688	31.15559463	71.70014931	45.37138966	29.58112432	1.998628275	2.446374253
Mcm5	255.0815221	122.1568278	37.33694411	36.09840491	28.88509786	7.661408387	12.23187127
Hmox1	15.78598811	8.293215836	9.25163217	7.948272642	8.700330682	1.998628275	3.914198805
Mprip	100.9802096	146.3640525	159.5906549	174.1996421	124.9367486	81.61065455	139.4433324
Cic	36.08225853	53.12140954	88.55133648	65.24207127	73.77880418	40.63877492	73.88050245
Pafah1b3	171.8918705	396.7295143	435.4875428	459.0127451	463.2056055	25.31595815	16.14607007
Il27ra	0.25057124	0.448281937	0.330415435	0.99353408	0.696026455	0.333104712	0.489274851
Prkaca	73.16680202	97.94960325	170.4943643	120.5488017	115.8884047	116.2535447	149.2288294
Asf1b	59.38538383	31.60387656	7.599554996	8.279450668	3.8281455	1.33241885	0.489274851
Myl10	0	0	0	0	0.348013227	0.333104712	0
Ddx39a	138.5658956	82.48387642	48.90148433	42.0596094	43.84966664	15.65592149	18.10316947
Dnajb1	71.41280334	44.82819371	56.83145476	51.9949502	34.10529627	52.96364928	45.99183596
Msh4	0	0	0	0	0	0	0
Usp40	13.53084695	11.65533036	7.929970431	9.604162775	4.176158727	0.333104712	7.82839761
Evx1	0.25057124	0.896563874	6.938724127	1.655890134	1.392052909	0	0
Kbtbd4	48.86139176	45.50061661	54.84896215	45.37138966	49.41787827	40.97187963	30.33504074
Celf1	158.3610235	166.7608806	139.7657288	128.8282524	71.34271159	56.29469641	119.8723384
Ndufs3	140.3198943	146.1399115	162.5643938	179.8296685	221.6844258	289.1348904	211.8560103
Por	38.58797093	61.19048441	74.67388823	58.61851073	73.77880418	47.30086917	72.90195274
Igf1r	34.32825985	41.69022015	69.38724127	38.08547307	18.44470105	12.32487436	33.75996469
Insr	6.264280995	15.24158586	26.43323477	14.24065515	6.264238091	3.99725655	17.12461977
Fcer2a	0	0	0	0	0	0.333104712	0
Cyp2a5	0	0.224140969	1.321661739	0.331178027	0.696026455	0.666209425	0.489274851
Atp4a	0.751713719	0.672422906	1.321661739	1.655890134	2.784105818	0.666209425	0
Trim28	509.6619017	451.8681926	347.5970372	318.9244397	246.3933649	83.60928283	113.0224905
Ube2m	135.3084695	150.6227309	177.4330884	176.8490663	183.750984	182.8744871	140.911157
Adcy9	0.751713719	4.258678402	8.921216735	13.24712107	12.18046296	24.64974872	62.62718088
Mef2c	6.013709755	10.53462552	13.21661739	64.57971521	46.63377246	185.8724296	312.6466296
Ctr9	52.11881788	70.38026412	79.96053518	77.49565826	64.38244705	31.64494768	37.6741635
Eif4g2	991.7609671	1106.359821	1023.627016	912.0642856	713.7751292	309.7873826	353.2564422
Irag1	0.751713719	0.224140969	0.660830869	0.331178027	0.696026455	1.33241885	0.489274851
Pcyt1a	34.57883109	33.62114528	50.88397693	41.39725334	37.23741532	18.98696861	27.39939164
Zfp592	8.268850913	10.08634358	14.20786369	12.91594304	9.048343909	7.328303674	13.69969582
Psmd4	193.4409971	179.9851977	152.9823462	173.206108	167.7423756	167.2185657	123.2972624
Tmod4	0.25057124	0.896563874	1.321661739	0.331178027	0.348013227	0	0.489274851
Insrr	0	1.56898678	0.991246304	0.331178027	0.348013227	0	0
Snx6	166.3793032	144.1226428	100.4462921	100.3469421	77.95496291	52.63054457	43.05618686
Mthfd2	26.56055142	12.55189424	14.86869456	15.23418923	13.92052909	3.99725655	2.935649104
Kit	11.77684827	18.60370039	51.87522324	41.06607532	32.01721691	15.32281677	22.99591798
Tomm40l	15.03427439	22.86237879	20.81617238	30.79955649	28.18907141	59.95884824	50.88458447
Nr1i3	0	0	0	0	0	0	0
Apoa2	1.252856199	0.672422906	1.321661739	5.630026455	16.70463491	1.998628275	5.871298208
Pan2	26.56055142	26.89691622	16.85118717	16.22772331	12.87648941	5.995884824	10.76404671
Cs	151.0944576	158.9159467	205.5184003	201.6874183	190.7112486	129.2446284	207.9418115
Ampd3	1.252856199	2.241409685	6.608308693	10.59769686	12.18046296	9.660036662	10.76404671
Bcas2	90.7067888	86.74255482	93.507568	79.81390444	80.04304228	55.29538227	48.92748506
Sh2d1a	0	0.448281937	0	0.331178027	0	0.333104712	0
Ctcf	99.22621095	101.3117178	82.93427409	71.8656318	48.72185182	25.64906286	52.35240902
Pard6a	11.77684827	24.43136557	31.71988172	38.4166511	52.20198409	74.61545559	29.84576589
Agrp	0.50114248	0.448281937	0	0.331178027	1.392052909	0.333104712	0
Pvalb	0	0.448281937	4.29540065	2.649424214	3.480132273	140.5701887	102.2584438
Tfap4	23.3031253	17.93127748	13.21661739	13.5782991	4.176158727	2.6648377	6.360573058
Ranbp1	610.8926826	404.7985892	236.9078666	189.7650093	171.5705211	91.60379593	101.2798941
Cd247	1.002284959	0.448281937	0.330415435	0.99353408	0	0.666209425	0.489274851
Rfx5	10.02284959	10.98290746	10.57329391	11.26005291	12.18046296	10.6593508	12.23187127
Psmb4	414.4448306	450.7474877	354.5357614	435.1679271	507.7512986	429.7050791	250.9979984
Mmp8	0	0.224140969	1.652077173	0	0	0	0
Slc30a4	17.03884431	20.39682814	23.12908042	29.47484438	32.71324336	44.96913618	52.35240902
Sqor	4.259711076	5.379383245	3.304154346	2.649424214	3.8281455	8.660722524	6.849847909
Bloc1s6	40.09139837	45.50061661	52.53605411	50.67023809	58.46622218	32.31115711	24.46374253
Metap1	47.8591068	39.00052852	45.26691454	51.00141612	49.41787827	33.97668067	40.6098126
Gpr108	13.02970447	11.65533036	10.90370934	15.89654528	14.26854232	20.31938746	30.33504074
Tnfsf14	0.25057124	0	0	0	0	0	0
Gata6	1.753998678	1.344845811	1.982492608	0	0.348013227	0.333104712	0
Rsl1d1	133.5544708	98.39788519	72.36098018	61.59911297	56.03012959	28.98010998	37.18488865
Apc	21.79969786	29.81074881	39.98026759	37.09193899	28.53708464	22.98422516	39.14198805
Reep5	58.13252763	90.77709226	257.0632081	339.1262994	422.4880579	379.4062675	376.2523601
Ergic3	88.2010764	124.1740966	168.5118717	205.6615546	241.5211797	185.5393248	116.4474145
Uqcc1	24.80655274	30.93145366	19.16409521	32.78662465	30.97317723	44.96913618	47.45966051
Spo11	0.25057124	0.224140969	0	0.331178027	0.696026455	0.333104712	0.489274851
Ncoa2	27.31226514	31.15559463	44.60608368	37.75429505	21.92483332	24.98285343	45.50256111
Trh	17.79055802	2.689691622	4.29540065	2.318246187	12.18046296	4.996570687	0.489274851
Nr2c2	35.83168729	63.43189409	77.64762714	64.57971521	42.45761373	33.31047125	64.58428028
Nr2c1	8.769993392	9.862202615	13.54703282	8.279450668	4.524171955	2.6648377	11.25332156
Smpd4	29.81797753	28.69004397	31.38946629	27.81895425	20.88079364	9.993141374	30.82431559
Pex1	4.510282316	7.844933899	15.52952543	11.59123094	8.700330682	9.993141374	13.21042097
Otx1	36.08225853	44.82819371	19.49451064	12.25358699	4.524171955	1.998628275	3.914198805
Kctd20	54.87510151	71.50096896	66.41350236	67.22913943	55.33410314	37.97393722	46.97038566
Itgae	0.25057124	0	0	0	0.696026455	1.665523562	0
Ctns	8.018279673	10.75876649	11.56454021	10.92887488	4.872185182	3.664151837	16.14607007
P2rx5	0	0.896563874	0.660830869	1.655890134	0.696026455	1.665523562	0.489274851
Shpk	0.751713719	0.896563874	2.973738912	1.98706816	2.784105818	3.331047125	3.914198805
Ephb3	13.02970447	17.48299555	21.80741869	9.935340802	9.048343909	9.993141374	18.10316947
Tuft1	3.758568597	2.241409685	4.956231519	6.292382508	7.308277773	2.6648377	3.914198805
Rcn1	126.5384761	84.0528632	52.53605411	66.23560535	46.63377246	28.64700527	12.23187127
Dnase1	0	0	0	0	0	0.999314137	1.467824552
Trap1	80.93451045	58.27665182	38.32819042	43.05314348	55.68211637	73.28303674	62.62718088
Naa60	28.3145501	49.75929501	73.68264192	69.21620759	72.03873805	104.261775	87.58019826
1700037C18Rik	2.004569918	5.379383245	8.260385866	11.26005291	11.4844365	9.660036662	6.849847909
Ankrd13d	5.261996035	6.500088087	34.69362064	34.11133675	55.68211637	53.29675399	46.97038566
Tpr	89.4539326	80.91488964	82.27344322	66.8979614	45.24171955	26.648377	47.94893536
Odr4	18.2917005	25.77621138	25.11157303	25.83188609	29.58112432	33.31047125	36.6956138
Prg4	0	0	0	0	0.348013227	1.665523562	1.467824552
Dhx34	7.767708433	8.517356804	9.582047604	8.279450668	8.352317455	3.99725655	3.424923954
Kptn	11.02513455	16.13814973	20.48575695	25.83188609	29.23311109	28.31390056	18.59244432
Napa	53.37167407	69.93198218	95.82047604	101.6716542	120.7605899	238.5029741	292.5863607
Sra1	60.63824003	51.55242276	57.82270106	51.00141612	45.58973277	60.29195296	53.82023357
Calcoco2	0	0	0	0	0	0	0
Atp5mc1	307.7014825	240.2791183	418.3059402	438.4797074	516.7996425	743.4897182	452.5792368
Snf8	75.17137194	83.38044029	104.0808619	104.9834345	100.5758227	116.5866494	119.8723384
Tbcb	140.5704655	190.9681052	235.9166203	266.9294895	345.9251479	207.8573406	108.129742
Inpp5k	10.52399207	17.70713651	26.76365021	33.11780267	30.27715077	19.98628275	31.31359044
Crkl	40.84311208	64.55259894	50.22314606	44.70903361	31.66920368	15.9890262	20.54954373
Upk3bl	1.503427439	0.896563874	0.330415435	0.331178027	0.348013227	0.333104712	0.489274851
Eps8l1	0.25057124	0.224140969	0.660830869	0.662356053	1.392052909	0.999314137	0.978549701
Clint1	72.4150883	67.6905725	54.18813128	59.28086679	48.72185182	39.30635607	52.84168387
Prss16	0.25057124	0	0	0	0	0.999314137	0.978549701
Cdkal1	17.03884431	20.84511007	12.22537108	16.22772331	11.13642327	8.327617812	15.65679522
Rhox6	0	0.224140969	0	0	0	0	0
Cdcp3	0	0	0	0	0	0	0
Htra1	0.50114248	5.603524213	12.22537108	27.81895425	32.71324336	188.870372	163.907075
Zbtb17	35.33054481	44.82819371	35.35445151	31.79309057	28.88509786	25.98216757	25.93156708
Clcnkb	0	0	0.330415435	0	1.044039682	1.998628275	0
Fam131c	0.751713719	4.482819371	50.88397693	48.68316993	78.99900259	5.995884824	4.892748506
Fblim1	19.5445567	14.12088102	40.64109846	26.49424214	22.27284655	0.333104712	0
Hspb7	4.009139837	0	6.608308693	0	1.044039682	0	0
Epor	8.519422153	0.448281937	2.973738912	1.98706816	1.740066136	6.995198962	14.67824552
Ccdc159	0.50114248	1.344845811	0	1.324712107	0.696026455	3.99725655	4.892748506
